karata,secenje,boja,jasnoca,dubina,sto,cena,x,y,z
2.18,5,8,6,60.3,57,16427,8.41,8.45,5.08
2,1,9,6,63.6,60,16439,8.03,7.95,5.08
2.28,5,8,6,62.7,57,16450,8.43,8.36,5.26
2,2,9,6,60.4,60,16459,8.14,8.19,4.93
2.59,5,8,7,61.7,56,16465,8.83,8.77,5.43
1,5,14,10,60.7,57,16469,6.44,6.48,3.92
2.03,4,9,6,60.5,62,16483,8.22,8.17,4.96
1.52,2,13,7,62.4,55,16485,7.33,7.41,4.6
0.26,2,14,7,60,56,425,4.15,4.18,2.5
0.25,5,10,7,61.9,54,426,4.07,4.1,2.53
0.29,2,11,7,62.1,59,426,4.22,4.25,2.63
0.28,2,11,6,62,56,427,4.16,4.19,2.59
0.3,2,8,7,59.5,60,427,4.39,4.45,2.63
0.3,2,8,7,61.1,61,427,4.33,4.38,2.66
0.28,2,13,7,62.2,59,428,4.19,4.23,2.62
0.28,2,10,6,61.6,57,429,4.22,4.25,2.61
0.28,2,10,7,61.9,56,429,4.22,4.24,2.61
0.28,2,10,7,61.9,56,429,4.18,4.2,2.59
0.28,2,10,7,63.1,55,429,4.17,4.2,2.64
0.28,2,10,7,62.4,56,429,4.2,4.23,2.63
0.27,2,12,7,62.4,55,429,4.12,4.15,2.58
0.31,5,8,7,61.7,55.1,429,4.36,4.39,2.7
0.31,5,8,7,61.9,54.7,429,4.34,4.36,2.69
0.29,4,9,6,62.4,58,429,4.23,4.2,2.63
0.32,5,11,7,62,56,645,4.35,4.39,2.71
0.32,5,12,6,61.6,55,645,4.4,4.43,2.72
0.32,5,12,6,62.4,56,645,4.35,4.37,2.72
0.32,5,11,7,62.3,55,645,4.37,4.4,2.73
0.32,5,12,6,62.5,56,645,4.36,4.38,2.73
0.32,4,12,6,61.7,58,645,4.38,4.41,2.71
0.32,2,11,7,61.8,60,645,4.35,4.36,2.69
0.32,5,12,6,62.4,55,645,4.41,4.43,2.76
0.32,2,11,7,62.1,56,645,4.4,4.43,2.74
0.32,4,12,6,62.1,59,645,4.35,4.41,2.72
0.32,5,12,6,61.5,56,645,4.4,4.42,2.71
0.32,4,12,6,61.5,58,645,4.39,4.42,2.71
0.32,1,12,6,63.2,58,645,4.32,4.35,2.74
0.32,5,12,6,62.2,55,645,4.35,4.37,2.71
0.32,2,11,7,62.9,57,645,4.37,4.4,2.76
0.32,4,11,7,61.4,58,645,4.36,4.4,2.69
0.32,5,12,6,61.1,57,645,4.4,4.44,2.7
0.32,1,11,7,63.2,55,645,4.37,4.39,2.77
0.32,2,12,6,61,61,645,4.38,4.41,2.68
0.32,2,12,6,62.8,57,645,4.33,4.36,2.73
0.32,5,12,6,61.6,57,645,4.4,4.43,2.72
0.32,1,12,6,63.4,57,645,4.32,4.36,2.75
0.32,5,11,7,61.6,56,645,4.38,4.42,2.71
0.32,2,11,7,62.5,60,645,4.29,4.35,2.7
0.32,5,11,7,61.2,56,645,4.39,4.43,2.7
0.32,5,12,6,61.5,55,645,4.4,4.42,2.71
0.32,2,12,6,60.8,58,645,4.41,4.44,2.69
0.32,4,11,7,61,59,645,4.39,4.43,2.69
1.62,5,13,6,61.4,57,16507,7.58,7.54,4.64
2.11,5,9,6,60.3,61,16512,8.29,8.22,4.98
1.51,4,13,7,62.7,58,16518,7.25,7.33,4.57
1.52,1,12,7,63.4,60,16519,7.25,7.3,4.61
1.51,5,12,7,62.1,56,16520,7.38,7.34,4.57
1.7,4,11,7,61,59,16521,7.7,7.64,4.68
2.44,2,8,6,60.1,59,16533,8.75,8.83,5.28
3.01,5,8,3,65.4,60,16538,8.99,8.93,5.86
2,1,9,6,63.3,56,16544,7.98,8.03,5.07
2,4,9,6,60.7,60,16544,8.02,8.07,4.88
1.6,5,11,10,59.8,54,16547,7.75,7.63,4.6
1.51,4,12,7,60,60,16551,7.42,7.39,4.44
1.5,4,13,7,60.3,60,16558,7.43,7.34,4.45
2.28,4,8,6,62.9,58,16564,8.42,8.34,5.27
1.57,5,13,6,62.3,57,16570,7.39,7.44,4.62
1.69,4,12,6,58.7,59,16583,7.87,7.78,4.59
2.28,5,8,7,62.6,54.2,16592,8.37,8.41,5.25
2.02,1,9,6,57.9,62,16593,8.28,8.36,4.82
2.04,2,9,6,61,61,16616,8.08,8.14,4.95
1.71,5,11,7,62.1,55,16618,7.74,7.59,4.76
2.01,2,9,6,59.2,62,16626,8.14,8.17,4.83
2.01,4,9,6,60.5,60,16626,8.15,8.17,4.94
2.01,2,9,6,62.7,58,16626,7.94,7.98,4.99
1.52,4,13,7,59.9,60,16628,7.39,7.47,4.45
1.52,4,13,7,60.6,58,16628,7.38,7.44,4.49
1.75,2,11,6,62.6,58,16632,7.63,7.67,4.79
1.52,4,13,7,62.4,55,16636,7.41,7.33,4.6
2.05,2,8,7,61.4,58.5,16641,8.13,8.16,5
1.67,5,11,7,61.5,55,16643,7.62,7.67,4.7
1.51,4,13,7,62.7,58,16669,7.33,7.25,4.57
1.52,2,12,7,63.4,60,16670,7.3,7.25,4.61
2.01,2,10,6,63.5,59,16677,7.92,7.86,5.01
1.8,5,10,7,62,57,16683,7.84,7.78,4.84
1.51,5,14,7,63,53.4,16688,7.28,7.3,4.6
2.22,5,8,7,61.8,59,16689,8.34,8.37,5.16
2,2,9,6,63.3,56,16694,8.03,7.98,5.07
2,4,9,6,60.7,60,16694,8.07,8.02,4.88
2.01,4,9,6,61.7,60,16700,8.09,8.02,4.97
2.02,4,9,6,59.6,60,16709,8.2,8.25,4.9
2.11,5,9,7,61.9,57,16723,8.28,8.22,5.11
1.54,4,14,6,59.3,59,16736,7.54,7.61,4.49
1.54,2,14,7,59.1,59,16750,7.51,7.55,4.45
2.04,4,9,6,61,61,16768,8.14,8.08,4.95
2.01,4,9,6,62.8,58,16778,8.01,7.94,5.01
2.01,4,9,6,62.7,58,16778,7.98,7.94,4.99
2.01,4,9,6,59.2,62,16778,8.17,8.14,4.83
2.01,4,9,6,62.6,59,16778,8.04,8.01,5.02
2.01,4,9,6,61,61,16778,8.15,7.99,4.92
2.01,4,9,6,60.5,60,16778,8.17,8.15,4.94
1.52,4,13,7,60.6,58,16779,7.44,7.38,4.49
1.52,4,13,7,59.9,60,16779,7.47,7.39,4.45
1.71,4,12,6,60.8,58,16779,7.79,7.7,4.71
1.75,5,11,6,62.6,56,16783,7.72,7.65,4.81
1.5,4,12,7,60.2,59,16783,7.41,7.37,4.45
1.75,4,11,6,61.5,59,16783,7.76,7.66,4.74
1.69,5,12,6,62.2,57,16789,7.59,7.66,4.74
2.02,1,9,6,57.9,62,16789,8.25,8.3,4.79
2.37,5,8,6,62.2,57,16789,8.58,8.52,5.32
1.62,5,12,7,61.3,56,16790,7.54,7.63,4.65
2.39,2,8,6,62.2,60,16791,8.49,8.51,5.29
2.03,5,9,6,62.7,57,16792,8.02,8.05,5.04
1.5,4,14,7,62.8,58,16793,7.29,7.26,4.57
2.05,5,8,7,61.4,59,16793,8.16,8.13,5
1.75,5,11,6,62.1,57,16803,7.73,7.69,4.79
1.73,2,11,6,62.9,58,16807,7.58,7.65,4.79
2.01,2,9,7,64.4,56,16811,7.84,7.9,5.07
1.71,4,11,7,62.7,58,16813,7.66,7.62,4.79
1.71,5,11,6,61.8,57,16817,7.7,7.6,4.73
2.48,4,9,6,60.1,58,16820,8.83,8.76,5.29
1.25,5,13,10,61.8,55,16823,6.95,6.9,4.28
2.08,4,11,6,61.3,58,16854,8.21,8.17,5.02
2.02,4,9,6,59.6,60,16861,8.25,8.2,4.9
2.04,2,9,6,62.5,58,16874,8.09,8.22,5.1
1.76,4,11,6,61.5,58,16879,7.78,7.74,4.77
1.54,4,14,6,59.3,59,16889,7.61,7.54,4.49
2.05,4,9,6,60.8,58,16896,8.26,8.19,5
2.14,2,9,6,59.7,57,16914,8.41,8.48,5.04
2.01,2,9,7,59.8,63,16914,8.11,8.14,4.86
2.01,2,9,7,62.9,62,16914,7.98,8.02,5.03
1.52,5,13,7,62.4,54,16916,7.32,7.39,4.59
1.54,4,14,6,62.7,59,16921,7.33,7.29,4.58
1.93,4,10,7,60.5,60,16941,7.98,8.06,4.85
2.03,5,9,6,62.7,57,16945,8.05,8.02,5.04
1.7,2,11,7,60.6,59,16955,7.74,7.63,4.66
2.5,5,9,6,61.9,57,16955,8.7,8.68,5.38
1.73,4,11,6,61.6,58,16960,7.74,7.71,4.76
1.73,4,11,6,62.9,58,16960,7.65,7.58,4.79
1.73,4,12,6,61.2,58,16975,7.76,7.69,4.73
1.68,5,11,7,62,55,16985,7.59,7.66,4.73
1.5,2,13,7,59.5,61,16988,7.43,7.46,4.43
2.27,4,8,7,62.4,58,16994,8.36,8.41,5.23
1.71,5,11,7,63,56,17009,7.65,7.58,4.8
2.26,5,8,6,61.1,57,17010,8.44,8.47,5.17
1.75,4,12,6,61.4,58,17017,7.72,7.76,4.75
2.04,4,9,6,62.5,58,17028,8.22,8.09,5.1
1.54,5,12,6,61,56,17029,7.44,7.49,4.55
1.75,2,11,7,59.6,60,17036,7.76,7.9,4.67
2.14,4,9,6,60.7,59,17038,8.28,8.33,5.04
1.71,4,11,7,62.3,58,17041,7.61,7.65,4.75
1.07,5,14,10,60.9,54,17042,6.66,6.73,4.08
2.07,5,9,6,60.3,59,17045,8.23,8.28,4.98
1.71,5,11,7,61.4,57,17049,7.65,7.72,4.72
1.6,5,11,7,62,54,17050,7.53,7.5,4.6
2.27,1,8,7,59.3,61,17051,8.47,8.55,5.05
2.09,5,11,6,61.8,57,17051,8.24,8.17,5.07
1.71,2,12,6,58.5,61,17052,7.88,7.79,4.58
2.32,4,8,6,62.4,57,17053,8.48,8.4,5.27
2.01,4,11,6,60.6,59,17057,8.16,8.12,4.93
2.12,5,9,6,62.7,56,17068,8.16,8.24,5.14
2.01,2,9,7,59.8,63,17068,8.14,8.11,4.86
2.01,4,9,7,62.9,62,17068,8.02,7.98,5.03
2.01,5,9,7,62.5,56,17068,8.08,8.02,5.03
2.01,4,10,6,60.1,61,17068,8.14,8.06,4.87
1.61,5,11,7,61.8,57,17076,7.48,7.51,4.63
2,2,9,6,63.1,60,17084,7.95,7.99,5.03
1.93,4,10,7,60.5,60,17096,8.06,7.98,4.85
1.02,2,14,10,61.7,59,17100,6.42,6.52,3.99
1.56,5,12,6,62,55,17108,7.41,7.45,4.61
1.51,1,14,7,63.7,55,17111,7.28,7.22,4.62
1.7,5,12,6,62.7,55,17114,7.54,7.58,4.74
1.72,5,11,6,62.4,55,17125,7.63,7.68,4.78
1.5,4,13,7,59.5,61,17143,7.46,7.43,4.43
2.27,4,8,7,62.4,58,17149,8.41,8.36,5.23
1.5,2,14,6,62.4,57,17153,7.2,7.25,4.51
2.02,4,9,7,61.2,59,17153,8.13,8.05,4.95
2.42,4,8,6,61.3,59,17168,8.61,8.58,5.27
2.42,4,8,6,61.3,59,17168,8.61,8.58,5.27
1.75,4,12,6,61.4,58,17172,7.76,7.72,4.75
0.32,5,11,7,61.7,55,645,4.39,4.43,2.72
0.32,2,11,7,62.1,55,645,4.41,4.44,2.75
0.32,5,11,7,61.9,55,645,4.39,4.43,2.73
0.32,5,12,6,62.5,56,645,4.37,4.43,2.75
0.32,5,12,6,62.5,56,645,4.37,4.4,2.74
0.32,5,12,6,62.4,57,645,4.34,4.38,2.72
0.32,5,11,7,62.3,56,645,4.37,4.39,2.73
0.32,4,12,6,60.7,58,645,4.41,4.45,2.69
0.32,2,11,7,61.7,55,645,4.37,4.41,2.71
0.32,5,11,7,62.1,55,645,4.38,4.41,2.73
0.32,4,12,6,59.4,58,645,4.44,4.48,2.65
0.32,2,11,7,62.8,54,645,4.38,4.41,2.76
0.32,5,11,7,60.5,56,645,4.42,4.44,2.68
0.32,4,12,6,61.2,59,645,4.4,4.42,2.7
0.31,5,10,6,61.4,56,646,4.38,4.42,2.7
0.35,5,11,6,61.3,56,646,4.54,4.58,2.8
0.35,5,10,7,61.8,57,646,4.53,4.56,2.81
0.41,1,12,3,63.8,57,646,4.72,4.69,3
0.32,2,14,6,58.8,59,646,4.49,4.52,2.65
1.57,4,13,7,61.4,58,17175,7.44,7.48,4.58
2.01,4,10,6,61.6,61,17191,8.14,8.07,4.99
1.75,4,11,7,59.6,60,17191,7.9,7.76,4.67
2.14,4,9,6,60.7,59,17193,8.33,8.28,5.04
1.67,5,12,6,61.8,57,17194,7.58,7.62,4.7
2.01,5,9,6,60.7,57,17197,8.21,8.17,4.97
1.71,4,11,7,62.3,58,17197,7.65,7.61,4.75
1.71,5,11,7,61.4,57,17204,7.72,7.65,4.72
1.71,2,11,7,61.3,54,17206,7.69,7.74,4.73
1.7,2,11,7,61.8,53,17219,7.63,7.67,4.73
1.53,5,14,6,62.7,54,17223,7.35,7.39,4.62
2.01,5,9,7,61.4,59,17227,8.06,8.13,4.97
1.54,5,12,6,61.8,56,17240,7.36,7.39,4.56
2.12,4,9,6,61.5,58,17254,8.3,8.26,5.09
1.61,5,12,7,62,55,17256,7.52,7.55,4.67
2.08,4,10,6,62,58,17258,8.19,8.1,5.05
2.42,4,9,7,59.8,59,17262,8.8,8.78,5.26
2,4,9,7,61.1,58,17278,8.08,8.11,4.95
2.03,2,9,6,59.9,57,17297,8.14,8.25,4.91
2.04,2,9,6,60.3,59,17315,8.18,8.2,4.94
1.7,4,13,6,62.9,58,17323,7.57,7.54,4.75
2.04,5,8,10,61.5,58,17327,8.11,8.14,5
4.13,3,10,3,64.8,61,17329,10,9.85,6.43
1.58,5,11,10,62.2,57,17329,7.45,7.51,4.65
1.7,1,12,7,57.6,63,17330,7.86,7.81,4.51
1.69,1,11,7,58.1,58,17338,7.8,7.84,4.54
1.75,5,11,6,61.5,57,17343,7.76,7.72,4.76
1.67,5,12,6,61.8,57,17351,7.62,7.58,4.7
1.21,5,13,10,61.8,56,17353,6.81,6.88,4.23
1.93,4,10,6,62.8,58,17353,7.91,7.86,4.95
1.79,4,11,6,61.2,58,17358,7.9,7.82,4.81
1.7,5,12,6,62.4,57,17360,7.65,7.57,4.75
2.01,1,9,7,62.5,56,17365,7.96,8,4.99
2.39,5,8,7,62.1,57,17365,8.53,8.57,5.31
1.59,5,12,7,62.9,57,17366,7.38,7.48,4.62
1.95,2,10,6,61.7,55,17374,8,8.05,4.95
1.97,2,10,6,62.9,59,17377,7.9,8.01,5
1.59,4,13,7,61.2,58,17393,7.49,7.58,4.61
1.69,1,13,7,63.8,56,17400,7.51,7.57,4.81
2.05,3,9,7,67.7,58,17408,7.74,7.68,5.22
1.61,5,12,7,62,55,17414,7.55,7.52,4.67
2.14,4,9,6,62.3,58,17416,8.22,8.16,5.1
2.01,2,9,6,63.8,59,17422,7.89,7.85,5.02
1.65,2,12,7,62.8,56,17425,7.52,7.57,4.74
2.01,4,9,6,61.1,60,17433,8.06,8.12,4.94
2,4,9,7,61.1,58,17436,8.11,8.08,4.95
1.55,5,14,6,62.5,55,17441,7.38,7.43,4.63
1.76,5,11,6,60.3,57,17442,7.9,7.83,4.74
2.31,4,8,7,62.3,61,17451,8.55,8.43,5.29
1.56,5,12,7,61.7,56,17455,7.48,7.46,4.61
2.2,5,10,6,61.7,55,17460,8.41,8.38,5.18
1.7,1,14,6,63.6,56,17485,7.56,7.5,4.79
1.7,4,11,7,61.2,57,17492,7.73,7.64,4.7
2.01,1,9,6,65,57,17497,7.85,7.99,5.15
1.14,1,14,10,61.7,63,17499,6.64,6.74,4.13
2.33,5,9,6,62,57,17504,8.52,8.45,5.26
1.51,4,14,7,62.9,54,17515,7.29,7.22,4.56
2.01,5,9,7,62.5,56,17523,8,7.96,4.99
2.02,1,9,7,57.9,63,17533,8.13,8.21,4.73
2.36,5,8,6,60.1,59,17534,8.64,8.69,5.21
1.97,4,10,6,62.9,59,17535,8.01,7.9,5
2.29,4,10,6,61.6,60,17539,8.45,8.43,5.2
1.57,5,13,6,60.5,57,17548,7.53,7.57,4.57
1.59,4,13,7,61.2,58,17552,7.58,7.49,4.61
1.89,5,10,7,61.6,56,17553,7.92,7.95,4.89
1.65,5,11,10,62.4,55,17569,7.53,7.61,4.72
2.01,2,9,6,62.4,58,17570,8.06,7.99,5.01
2,4,9,6,62.5,57,17574,8.01,7.92,4.98
2.02,2,9,6,63.1,55,17581,8,8.09,5.08
1.03,5,14,10,62,56,17590,6.55,6.44,4.03
2.01,4,9,6,61.1,60,17592,8.12,8.06,4.94
1.71,5,11,7,62.2,55,17595,7.72,7.65,4.78
1.7,2,12,6,60.8,60,17597,7.65,7.68,4.66
1.7,1,12,6,62.2,56,17597,7.54,7.6,4.71
1.38,2,12,10,58.2,60,17598,7.32,7.39,4.28
1.72,4,11,7,59.4,60,17605,7.82,7.86,4.66
2,5,9,7,62,57,17607,8.04,7.99,4.97
1.74,4,11,6,61,58,17614,7.77,7.75,4.73
2.05,4,9,7,60.6,60,17640,8.21,8.18,4.97
2.39,4,9,7,61.2,60,17642,8.63,8.6,5.27
1.51,5,13,7,62.2,57,17649,7.37,7.32,4.57
1.52,5,14,7,61.2,57,17659,7.4,7.46,4.55
1.7,5,12,6,61.3,54,17662,7.72,7.67,4.72
1.34,4,13,10,61.8,58,17663,7.15,7.08,4.4
1.71,2,12,7,61.9,61,17685,7.61,7.67,4.73
2.11,5,9,6,62.2,55,17712,8.2,8.26,5.12
1.99,3,10,6,60.5,63,17713,8.2,8.11,4.93
2,4,9,6,61.8,56,17716,8.11,8.04,4.99
1.52,4,14,7,61,59,17723,7.48,7.53,4.5
1.65,5,11,10,62.4,55,17729,7.61,7.53,4.72
2.01,2,9,7,59.7,63,17751,8.24,8.15,4.89
2,1,14,6,63.7,60,17760,7.88,7.81,5
2,5,11,6,62.3,57,17760,8.06,7.97,4.99
1.87,5,10,7,59.7,60,17761,7.98,8.04,4.78
1.72,4,11,7,59.4,60,17765,7.86,7.82,4.66
1.71,4,12,6,61.4,60,17766,7.72,7.62,4.71
1.55,4,14,7,59.7,60,17773,7.62,7.56,4.53
1.69,2,13,6,62.7,58,17803,7.52,7.6,4.74
1.63,5,13,6,61.3,55,17825,7.6,7.63,4.67
2.01,4,9,6,60.3,58,17826,8.22,8.16,4.94
2.36,5,8,7,61.6,57,17829,8.6,8.55,5.28
2.1,2,9,6,59.4,60,17837,8.39,8.47,5.01
2.01,5,10,7,62.9,54,17838,8.01,7.96,5.02
2.01,2,9,7,62.8,59,17877,8.02,8.07,5.05
2.02,2,10,6,61.5,59,17887,8.08,8.21,5.01
2,5,9,7,62,57,17889,8.04,7.99,4.97
2.32,5,8,7,62.5,54.5,17891,8.44,8.47,5.28
1.7,5,12,6,62.3,56,17892,7.61,7.65,4.75
2.02,4,9,6,59,59,17893,8.34,8.27,4.9
1.58,5,13,7,62.6,56,17894,7.41,7.44,4.65
2,1,11,6,64.1,55,17898,7.94,7.88,5.07
1.74,4,11,7,61.7,58,17904,7.78,7.69,4.77
1.74,4,11,7,62.4,58,17904,7.71,7.61,4.78
2.2,4,9,6,58.9,60,17905,8.63,8.52,5.05
1.07,2,14,10,59,59,17909,6.63,6.72,3.94
2.08,5,9,6,62,56,17916,8.16,8.18,5.06
2.01,3,11,6,67.5,55,17917,7.7,7.79,5.23
2.39,2,8,7,59.6,60,17920,8.71,8.77,5.21
2.02,5,9,7,62.3,59,17936,8.02,8.06,5.01
1.51,4,14,7,63,52,17936,7.37,7.3,4.62
0.34,5,13,6,62,56,646,4.46,4.48,2.77
0.34,5,13,6,62.2,57,646,4.42,4.46,2.76
0.28,5,12,10,62.4,55,646,4.17,4.2,2.61
0.29,5,14,7,62.9,55,647,4.25,4.21,2.66
0.29,5,14,7,61.7,57,647,4.26,4.23,2.62
0.41,1,8,7,63.7,56,647,4.68,4.71,2.99
0.41,2,8,7,62,55,647,4.74,4.77,2.95
0.41,2,8,7,61.3,59,647,4.74,4.78,2.92
0.41,5,8,7,62.1,56,647,4.75,4.79,2.96
0.41,2,8,7,60.8,61,647,4.72,4.79,2.89
0.41,5,8,7,60.2,57,647,4.81,4.85,2.91
0.41,4,8,7,62.1,58,647,4.75,4.79,2.96
0.41,5,8,7,62.7,57,647,4.72,4.75,2.97
1.54,5,12,7,60.5,56,17949,7.52,7.49,4.54
2.39,5,9,6,62.2,55,17955,8.58,8.56,5.33
2.03,4,10,6,62.6,59,17975,8.06,8.1,5.06
2.01,5,10,7,61.9,57,17983,8.15,8.05,5.01
2.08,5,8,10,61,55,17986,8.32,8.25,5.05
2.01,4,11,6,61.4,58,17987,8.11,7.99,4.94
1.93,3,12,7,58.9,62,17995,8.17,7.97,4.75
2.09,5,9,6,62.5,56,17999,8.13,8.17,5.1
1.76,2,11,7,62.8,55.4,18014,7.7,7.74,4.85
5.01,3,8,3,65.5,59,18018,10.74,10.54,6.98
2.51,4,8,6,62.2,58,18020,8.73,8.67,5.41
2,1,10,6,63.8,59,18023,7.88,8.01,5.07
2.01,2,9,7,62.9,59,18041,7.94,8.03,5.02
2.02,5,10,6,61.6,56,18050,8.17,8.12,5.02
1.7,5,12,6,62.3,56,18055,7.65,7.61,4.75
1.58,5,13,7,62.6,56,18057,7.44,7.41,4.65
2.02,5,11,6,61.7,53,18077,8.14,8.04,4.99
1.51,4,12,10,60.5,61,18102,7.5,7.4,4.45
2.04,4,10,7,60.7,61,18104,8.18,8.1,4.94
1.7,2,11,6,61.9,55,18107,7.64,7.68,4.74
1.7,2,13,6,58.6,60,18107,7.91,7.82,4.61
1.14,2,14,10,59.1,58,18112,6.83,6.9,4.06
2.45,5,8,6,60.4,56,18113,8.72,8.81,5.3
1.07,2,14,10,60.9,58,18114,6.57,6.67,4.03
2.04,2,9,7,61.8,60,18127,8.11,8.21,5.04
1.78,5,12,6,60.9,56,18128,7.85,7.88,4.79
2.03,4,10,6,62.6,59,18139,8.1,8.06,5.06
2.03,4,10,6,62.1,56,18139,8.2,8.12,5.07
2.23,4,9,6,61.2,58,18149,8.43,8.36,5.14
2.05,2,10,6,61.8,60,18152,8.14,8.19,5.05
2.03,4,11,6,60.9,59,18166,8.17,8.14,4.97
2.01,5,11,6,63,56,18172,8,7.93,5.02
1.7,2,13,6,58.6,62,18176,7.84,7.92,4.62
1.76,5,11,7,62.8,55,18178,7.74,7.7,4.85
1.63,5,12,7,61.6,57,18179,7.53,7.61,4.66
2.3,5,9,6,62.6,56,18190,8.45,8.4,5.27
2.07,4,9,6,61.2,58,18193,8.18,8.2,5.01
2.01,4,9,7,62.9,59,18206,8.03,7.94,5.02
2.02,4,10,6,60.8,62,18207,8.17,8.12,4.95
2.02,4,10,6,62.7,53,18207,8.02,7.95,0
2.09,2,9,7,62.9,57,18215,8.09,8.13,5.1
1.09,2,14,10,61.7,58,18231,6.55,6.65,4.07
2.3,4,9,6,61.8,60,18239,8.47,8.39,5.21
1.7,4,12,6,62.8,58,18251,7.61,7.54,4.76
1.07,4,14,10,60.9,58,18279,6.67,6.57,4.03
2.08,2,9,6,58.9,61,18281,8.35,8.36,4.92
1.62,5,12,6,61.2,57,18281,7.52,7.58,4.62
2.05,4,10,6,61.8,60,18318,8.19,8.14,5.05
1.61,5,14,6,62,55,18318,7.51,7.5,4.67
2.02,5,9,7,62.1,56,18324,8.13,8.09,5.04
2.5,1,8,6,62,58,18325,8.63,8.6,5.34
2.01,1,10,7,57.6,63,18340,8.23,8.25,4.75
2.16,5,9,7,62.7,56,18342,8.28,8.2,5.17
1.7,4,13,6,58.6,62,18342,7.92,7.84,4.62
1.83,2,11,6,60.5,59,18358,7.89,7.99,4.8
2.07,4,9,6,61.2,58,18359,8.2,8.18,5.01
2.22,5,9,6,61.3,56,18363,8.36,8.45,5.15
2.2,4,9,6,62,57,18364,8.38,8.34,5.18
2.02,2,10,6,62.7,58,18398,7.96,8.01,5.01
1.7,4,12,7,58.5,60,18398,7.83,7.76,4.56
1.54,5,12,7,60.3,57,18416,7.49,7.56,4.54
1.79,4,11,7,61.7,59,18419,7.85,7.74,4.81
1.6,5,12,6,62,55,18421,7.49,7.54,4.66
2.29,4,8,10,61.4,60,18426,8.45,8.49,5.2
1.79,2,12,6,62.8,59,18429,7.7,7.8,4.87
2.44,2,8,6,58.1,60,18430,8.89,8.93,5.18
1.74,2,12,6,62,57,18430,7.65,7.7,4.76
1.7,4,12,7,60.6,58,18430,7.68,7.71,4.66
1.33,5,12,10,60.2,57,18435,7.12,7.17,4.3
2.09,4,10,6,62.2,58,18443,8.17,8.12,5.06
2.08,4,9,6,58.9,61,18447,8.36,8.35,4.92
2.16,5,8,7,61.4,55,18462,8.34,8.27,5.1
2.01,1,10,6,64.1,59,18474,7.91,7.85,5.05
2.16,4,9,6,58.7,60,18481,8.54,8.5,5
2.01,2,9,7,63,59,18500,7.87,7.94,4.98
2.01,2,10,6,63.2,58,18507,7.93,8.01,5.04
2,3,11,6,67.6,58,18515,7.65,7.61,5.16
2.38,4,10,7,60.9,59,18522,8.62,8.59,5.24
1.83,4,11,6,60.5,59,18525,7.99,7.89,4.8
2.22,5,9,6,61.3,56,18531,8.45,8.36,5.15
4.5,3,8,3,65.8,58,18531,10.23,10.16,6.72
1.04,2,14,10,61.3,56,18542,6.53,6.55,4.01
1.5,2,12,10,63.2,58,18552,7.2,7.32,4.59
1.72,2,13,6,63.4,56,18557,7.65,7.55,4.82
2.38,4,8,6,62.1,58,18559,8.54,8.49,5.29
2.01,1,10,6,57.8,60,18561,8.29,8.35,4.81
2.01,2,10,6,60.7,56,18561,8.08,8.17,4.93
2.02,3,10,6,64.5,57,18565,8,7.95,5.14
1.6,5,12,7,60.5,57,18571,7.6,7.63,4.61
2.29,4,8,10,61.4,60,18594,8.49,8.45,5.2
1.7,4,12,7,60.6,58,18598,7.71,7.68,4.66
2.01,5,11,6,61.4,54,18607,8.16,8.09,4.99
2.42,4,8,6,61.3,59,18615,8.61,8.58,5.27
2.01,1,10,6,63.3,55,18640,7.87,7.94,5
2.29,4,9,6,60.8,60,18653,8.47,8.5,5.16
2.05,5,10,6,61.6,57,18659,8.2,8.14,5.03
2.03,4,11,6,59.6,60,18680,8.27,8.21,4.91
1.5,2,11,6,60.7,59,18691,7.31,7.38,4.46
2.43,4,8,6,62.2,57,18692,8.63,8.54,5.34
1.28,5,13,10,60.7,57,18700,7.09,6.99,4.27
2.02,5,11,6,62,57,18700,8.1,8.05,5.01
3.51,4,8,6,62.5,59,18701,9.66,9.63,6.03
2.22,4,8,7,60,60,18706,8.49,8.43,5.08
2.07,1,9,6,61.8,61,18707,8.12,8.16,5.03
1.51,5,13,7,61.5,57,18729,7.34,7.4,4.53
0.38,5,9,6,60.5,56,648,4.71,4.74,2.85
0.41,5,8,7,61.5,55,648,4.77,4.79,2.94
0.41,5,8,7,62.4,55,648,4.75,4.77,2.97
0.41,5,8,7,62.7,54,648,4.75,4.79,2.99
0.41,5,8,7,61.3,57,648,4.81,4.84,2.96
0.26,5,11,10,61.7,54,648,4.15,4.18,2.57
0.26,5,11,10,60.8,56,648,4.11,4.15,2.51
0.39,1,9,6,62.3,61,648,4.6,4.61,2.87
0.36,5,9,6,61.8,55,648,4.61,4.58,2.84
0.36,4,9,6,61.6,58,648,4.57,4.52,2.8
0.32,5,10,6,62.5,55,648,4.42,4.38,2.75
0.32,5,10,6,62.2,57,648,4.38,4.36,2.72
0.32,4,10,6,61.9,58,648,4.39,4.37,2.71
0.36,4,9,6,62.7,59,648,4.58,4.54,2.86
0.32,5,9,7,60.9,56,648,4.46,4.44,2.71
0.32,4,9,7,59.8,60,648,4.46,4.44,2.66
0.32,4,9,7,61,60,648,4.47,4.42,2.71
2.55,4,9,7,61.8,62,18766,8.7,8.65,5.36
2.06,5,9,6,62.2,55,18779,8.15,8.19,5.08
1.6,5,12,7,62,56,18780,7.47,7.52,4.65
1.71,4,12,6,62.3,59,18791,7.57,7.53,4.7
